Today''s Date,43670.46896,Date of Test:,43669.49397,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\MV20789-1.094,Procedure,MV207-89 Cycling.000,,SCap,1,C Rate,0.00192,
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time,mAh/g,mAh/g
1242,0,5,31.69304167,1.616877778,4.85E-01,0.000127035,0.299763485,0.342793927,C,1,43670.81459,252.60501,2470.020766
1243,0,5,31.726375,1.650211111,4.95E-01,0.000130478,0.300068666,0.345998322,C,1,43670.81598,257.8126915,2464.813084
1244,0,5,31.75970833,1.683544444,5.05E-01,0.000133954,0.29983978,0.349507897,C,1,43670.81737,263.020369,2459.605407
1245,0,5,31.79304167,1.716877778,5.15E-01,0.000137464,0.299916075,0.353017472,C,1,43670.81875,268.2280484,2454.397727
1246,0,5,31.826375,1.750211111,5.25E-01,0.00014101,0.299916075,0.356374456,C,1,43670.82014,273.435728,2449.190048
1247,0,5,31.85970833,1.783544444,5.35E-01,0.000144591,0.29999237,0.360189212,C,1,43670.82153,278.6433994,2443.982376
1248,0,5,31.89304167,1.816877778,5.45E-01,0.000148207,0.29999237,0.363393606,C,1,43670.82292,283.8510736,2438.774702
1249,0,5,31.926375,1.850211111,5.55E-01,0.000151859,0.29999237,0.367055772,C,1,43670.82431,289.0587421,2433.567034
1250,0,5,31.95970833,1.883544444,5.65E-01,0.000155549,0.299916075,0.371023117,C,1,43670.8257,294.2664213,2428.359354
1251,0,5,31.99304167,1.916877778,5.75E-01,0.000159278,0.299916075,0.374837873,C,1,43670.82709,299.4741044,2423.151671
1252,0,5,32.026375,1.950211111,5.85E-01,0.000163047,0.29999237,0.379110399,C,1,43670.82848,304.6817838,2417.943992
1253,0,5,32.05970833,1.983544444,5.95E-01,0.000166859,0.300068666,0.383230335,C,1,43670.82987,309.8894602,2412.736315
1254,0,5,32.09304167,2.016877778,6.05E-01,0.000170714,0.300068666,0.387655451,C,1,43670.83126,315.0971337,2407.528642
1255,0,5,32.126375,2.050211111,6.15E-01,0.000174612,0.299916075,0.391927977,C,1,43670.83264,320.3048092,2402.320966
1256,0,5,32.15970833,2.083544444,6.25E-01,0.000178553,0.300068666,0.396658274,C,1,43670.83403,325.5124864,2397.113289
1257,0,5,32.19304167,2.116877778,6.35E-01,0.00018254,0.300068666,0.401235981,C,1,43670.83542,330.7201625,2391.905613
1258,0,5,32.226375,2.150211111,6.45E-01,0.000186574,0.29999237,0.405813687,C,1,43670.83681,335.9278443,2386.697931
1259,0,5,32.25970833,2.183544444,6.55E-01,0.000190658,0.29999237,0.410849165,C,1,43670.8382,341.1355237,2381.490252
1260,0,5,32.29304167,2.216877778,6.65E-01,0.000194787,0.29983978,0.415579461,C,1,43670.83959,346.3431961,2376.28258
1261,0,5,32.326375,2.250211111,6.75E-01,0.000198969,0.29983978,0.420920119,C,1,43670.84098,351.5508722,2371.074903
1262,0,5,32.35970833,2.283544444,6.85E-01,0.000203203,0.29983978,0.426260777,C,1,43670.84237,356.7585492,2365.867226
1263,0,5,32.39304167,2.316877778,6.95E-01,0.000207493,0.29999237,0.432059205,C,1,43670.84376,361.9662289,2360.659547
1264,0,5,32.426375,2.350211111,7.05E-01,0.000211844,0.29999237,0.438467994,C,1,43670.84514,367.1739081,2355.451868
1265,0,5,32.45970833,2.383544444,7.15E-01,0.000216254,0.300068666,0.443961242,C,1,43670.84653,372.3815844,2350.244191
1266,0,5,32.49304167,2.416877778,7.25E-01,0.000220723,0.299916075,0.450064851,C,1,43670.84792,377.5892589,2345.036517
1267,0,5,32.526375,2.450211111,7.35E-01,0.000225257,0.300144961,0.45677882,C,1,43670.84931,382.7969402,2339.828835
1268,0,5,32.55970833,2.483544444,7.45E-01,0.000229858,0.299916075,0.46349279,C,1,43670.8507,388.0046145,2334.621161
1269,0,5,32.59304167,2.516877778,7.55E-01,0.000234529,0.29999237,0.470817121,C,1,43670.85209,393.2122971,2329.413479
1270,0,5,32.626375,2.550211111,7.65E-01,0.000239276,0.29999237,0.478751812,C,1,43670.85348,398.4199697,2324.205806
1271,0,5,32.65970833,2.583544444,7.75E-01,0.000244102,0.300068666,0.486991684,C,1,43670.85487,403.6276514,2318.998124
1272,0,5,32.69304167,2.616877778,7.85E-01,0.000249017,0.29999237,0.496452277,C,1,43670.85626,408.8353287,2313.790447
1273,0,5,32.72394444,2.647780556,7.94E-01,0.000253665,0.299916075,0.506523232,C,5,43670.85754,413.6632826,2308.962493
1274,0,5,32.75293333,2.676769444,8.03E-01,0.000258112,0.29983978,0.516594186,C,5,43670.85875,418.1922272,2304.433548
1275,0,5,32.778675,2.702511111,8.11E-01,0.000262137,0.300144961,0.526665141,C,5,43670.85982,422.2138597,2300.411916
1276,0,5,32.80326111,2.727097222,8.18E-01,0.000266057,0.299916075,0.536736095,C,5,43670.86085,426.0549592,2296.570816
1277,0,5,32.82488889,2.748725,8.25E-01,0.000269571,0.299916075,0.54680705,C,5,43670.86175,429.4338767,2293.191899
1278,0,5,32.84483333,2.768669444,8.30E-01,0.000272871,0.299916075,0.556878004,C,5,43670.86258,432.5498018,2290.075974
1279,0,5,32.86401667,2.787852778,8.36E-01,0.000276104,0.300068666,0.566948959,C,5,43670.86338,435.5468204,2287.078955
1280,0,5,32.88140833,2.805244444,8.41E-01,0.000279087,0.299916075,0.577019913,C,5,43670.86411,438.2639217,2284.361854
1281,0,5,32.89818333,2.822019444,8.46E-01,0.000282016,0.300144961,0.587243458,C,5,43670.8648,440.8846848,2281.741091
1282,0,5,32.91361944,2.837455556,8.51E-01,0.000284757,0.29999237,0.597467002,C,5,43670.86545,443.2962751,2279.329501
1283,0,5,32.92809444,2.851930556,8.55E-01,0.000287372,0.29999237,0.607537957,C,5,43670.86605,445.557706,2277.06807
1284,0,5,32.94151667,2.865352778,8.59E-01,0.000289837,0.299916075,0.617608911,C,5,43670.86661,447.6546651,2274.971111
1285,0,5,32.95364167,2.877477778,8.63E-01,0.0002921,0.29999237,0.627832456,C,5,43670.86712,449.5489576,2273.076818
1286,0,5,32.96536667,2.889202778,8.67E-01,0.000294325,0.300068666,0.63790341,C,5,43670.8676,451.3807597,2271.245016
1287,0,5,32.97523333,2.899069444,8.70E-01,0.000296228,0.299916075,0.647974365,C,5,43670.86802,452.9222339,2269.703542
1288,0,5,32.98558611,2.909422222,8.73E-01,0.000298256,0.29999237,0.65819791,C,5,43670.86845,454.539652,2268.086124
1289,0,5,32.99473611,2.918572222,8.75E-01,0.000300076,0.299916075,0.668268864,C,5,43670.86883,455.9691593,2266.656616
1290,0,5,33.00378333,2.927619444,8.78E-01,0.000301902,0.299916075,0.678492409,C,5,43670.8692,457.3826086,2265.243167
1291,0,5,33.01276944,2.936605556,8.81E-01,0.000303744,0.299916075,0.688715953,C,5,43670.86958,458.7865067,2263.839269
1292,0,5,33.02086389,2.9447,8.83E-01,0.000305428,0.300068666,0.698786908,C,5,43670.86992,460.0511069,2262.574669
1293,0,5,33.02863056,2.952466667,8.86E-01,0.000307067,0.300068666,0.709010452,C,5,43670.87024,461.264497,2261.361279
1294,0,5,33.03676944,2.960605556,8.88E-01,0.00030881,0.299916075,0.719233997,C,5,43670.87058,462.5360386,2260.089737
1295,0,5,33.04361111,2.967447222,8.90E-01,0.000310296,0.300144961,0.729304952,C,5,43670.87086,463.6049144,2259.020861
1296,0,5,33.05021111,2.974047222,8.92E-01,0.00031175,0.29983978,0.739375906,C,5,43670.87114,464.636033,2257.989743
1297,0,5,33.056775,2.980611111,8.94E-01,0.000313216,0.299916075,0.74944686,C,5,43670.87141,465.6615127,2256.964263
1298,0,5,33.06287778,2.986713889,8.96E-01,0.000314597,0.299916075,0.759670405,C,5,43670.87167,466.614952,2256.010824
1299,0,5,33.06879167,2.992627778,8.98E-01,0.000315953,0.29999237,0.76974136,C,5,43670.87191,467.5388818,2255.086894
1300,0,5,33.07455278,2.998388889,8.99E-01,0.000317291,0.300068666,0.779964904,C,5,43670.87215,468.4389402,2254.186835
1301,0,5,33.08008889,3.003925,9.01E-01,0.000318595,0.300144961,0.790035859,C,5,43670.87238,469.3038508,2253.321925
1302,0,5,33.08580278,3.009638889,9.03E-01,0.000319957,0.299916075,0.800106813,C,5,43670.87262,470.1965341,2252.429242
1303,0,5,33.09085556,3.014691667,9.04E-01,0.000321178,0.299763485,0.810177768,C,5,43670.87283,470.9859295,2251.639846
1304,0,5,33.09598056,3.019816667,9.06E-01,0.000322431,0.29983978,0.820248722,C,5,43670.87305,471.7866085,2250.839167
1305,0,5,33.10084167,3.024677778,9.07E-01,0.000323634,0.299916075,0.830319677,C,5,43670.87325,472.5460619,2250.079714
1306,0,5,33.10581389,3.02965,9.09E-01,0.00032488,0.300068666,0.840390631,C,5,43670.87346,473.322874,2249.302902
1307,0,5,33.11051944,3.034355556,9.10E-01,0.000326073,0.299916075,0.850614176,C,5,43670.87365,474.0580219,2248.567754
1308,0,5,33.11533889,3.039175,9.12E-01,0.00032731,0.299763485,0.86068513,C,5,43670.87385,474.8109636,2247.814812
1309,0,5,33.1202,3.044036111,9.13E-01,0.000328572,0.29999237,0.870756085,C,5,43670.87406,475.5704153,2247.05536
1310,0,5,33.12541667,3.049252778,9.15E-01,0.000329939,0.29999237,0.880979629,C,5,43670.87427,476.3854176,2246.240358
1311,0,5,33.12899444,3.052830556,9.16E-01,0.00033089,0.300221256,0.891050584,C,5,43670.87442,476.9443745,2245.681401
1312,0,5,33.13325556,3.057091667,9.17E-01,0.000332036,0.29983978,0.901121538,C,5,43670.8746,477.6100915,2245.015684
1313,0,5,33.13702222,3.060858333,9.18E-01,0.000333059,0.299916075,0.911192493,C,5,43670.87476,478.1985604,2244.427215
1314,0,5,33.14097222,3.064808333,9.19E-01,0.000334145,0.300144961,0.921263447,C,5,43670.87492,478.8156695,2243.810106
1315,0,5,33.14481111,3.068647222,9.20E-01,0.000335212,0.29999237,0.931334401,C,5,43670.87508,479.4154198,2243.210356
1316,0,5,33.14875278,3.072588889,9.22E-01,0.000336319,0.29983978,0.941557946,C,5,43670.87525,480.0312272,2242.594548
1317,0,5,33.15263333,3.076469444,9.23E-01,0.00033742,0.300068666,0.951781491,C,5,43670.87541,480.6374874,2241.988288
1318,0,5,33.15645556,3.080291667,9.24E-01,0.000338517,0.299916075,0.961852445,C,5,43670.87557,481.2346337,2241.391142
1319,0,5,33.16007778,3.083913889,9.25E-01,0.000339568,0.29999237,0.97207599,C,5,43670.87572,481.8005339,2240.825242
1320,0,5,33.16391111,3.087747222,9.26E-01,0.000340691,0.299916075,0.982146944,C,5,43670.87588,482.3994181,2240.226358
1321,0,5,33.16759444,3.091430556,9.27E-01,0.000341782,0.299916075,0.992217899,C,5,43670.87603,482.9748652,2239.65091
1322,0,5,33.17115833,3.094994444,9.28E-01,0.000342848,0.299916075,1.002441444,C,5,43670.87618,483.5316523,2239.094123
1323,0,5,33.17476944,3.098605556,9.29E-01,0.000343939,0.299916075,1.012664988,C,5,43670.87633,484.0958174,2238.529958
1324,0,5,33.178525,3.102361111,9.31E-01,0.000345086,0.29983978,1.022735943,C,5,43670.87649,484.6825477,2237.943228
1325,0,5,33.18209722,3.105933333,9.32E-01,0.000346187,0.299916075,1.032959487,C,5,43670.87663,485.2406367,2237.385139
1326,0,5,33.18557222,3.109408333,9.33E-01,0.000347269,0.29983978,1.043030442,C,5,43670.87678,485.783538,2236.842238
1327,0,5,33.18894167,3.112777778,9.34E-01,0.000348329,0.29999237,1.053253986,C,5,43670.87692,486.309945,2236.315831
1328,0,5,33.19242222,3.116258333,9.35E-01,0.000349434,0.29983978,1.063324941,C,5,43670.87706,486.853714,2235.772062
1329,0,5,33.19577778,3.119613889,9.36E-01,0.000350509,0.300068666,1.073548486,C,5,43670.8772,487.3779537,2235.247822
1330,0,5,33.19904167,3.122877778,9.37E-01,0.000351565,0.299916075,1.08361944,C,5,43670.87734,487.8878709,2234.737905
1331,0,5,33.20235,3.126186111,9.38E-01,0.000352645,0.29999237,1.093690394,C,5,43670.87748,488.4047311,2234.221045
1332,0,5,33.20555,3.129386111,9.39E-01,0.0003537,0.299916075,1.103913939,C,5,43670.87761,488.9046691,2233.721107
1333,0,5,33.20865278,3.132488889,9.40E-01,0.000354732,0.300144961,1.114137484,C,5,43670.87774,489.3894153,2233.23636
1334,0,5,33.21167778,3.135513889,9.41E-01,0.000355747,0.300068666,1.124208438,C,5,43670.87787,489.8620127,2232.763763
1335,0,5,33.21472222,3.138558333,9.41E-01,0.000356778,0.299916075,1.134279393,C,5,43670.87799,490.3376475,2232.288128
1336,0,5,33.21784444,3.141680556,9.42E-01,0.000357845,0.300068666,1.144350347,C,5,43670.87812,490.8254326,2231.800343
1337,0,5,33.22084722,3.144683333,9.43E-01,0.000358881,0.299763485,1.154421302,C,5,43670.87825,491.294559,2231.331217
1338,0,5,33.22374167,3.147577778,9.44E-01,0.000359887,0.299916075,1.164644846,C,5,43670.87837,491.7467578,2230.879018
1339,0,5,33.22654722,3.150383333,9.45E-01,0.000360872,0.299763485,1.174868391,C,5,43670.87849,492.1850679,2230.440708
1340,0,5,33.22958611,3.153422222,9.46E-01,0.000361947,0.29999237,1.185244526,C,5,43670.87861,492.6598342,2229.965941
1341,0,5,33.23250278,3.156338889,9.47E-01,0.000362988,0.299916075,1.19546807,C,5,43670.87873,493.1155069,2229.510269
1342,0,5,33.23368333,3.157519444,9.47E-01,0.000363412,0.299916075,1.200045777,C,133,43670.87878,493.299946,2229.32583
1343,0,6,33.23368611,2.77778E-06,0.00E+00,0,0,1.171511406,R,0,43670.87878,0,2229.32583
1344,0,6,33.23396389,0.000280556,0.00E+00,0,0,1.1045243,R,1,43670.8788,0,2229.32583
1345,0,6,33.23424167,0.000558333,0.00E+00,0,0,1.077210651,R,1,43670.87881,0,2229.32583
1346,0,6,33.23451944,0.000836111,0.00E+00,0,0,1.056763561,R,1,43670.87882,0,2229.32583
1347,0,6,33.23479722,0.001113889,0.00E+00,0,0,1.039978637,R,1,43670.87883,0,2229.32583
1348,0,6,33.23507222,0.001388889,0.00E+00,0,0,1.025940337,R,129,43670.87884,0,2229.32583
1349,0,3,33.23508056,8.33333E-06,1.92E-06,1.8922E-09,0.299305715,0.98626688,D,0,43670.87885,0.000997611,2229.326827
1350,0,3,33.23512778,5.55556E-05,1.61E-05,1.5695E-08,0.299916075,0.968108644,D,5,43670.87885,0.008375193,2229.334205
1351,0,3,33.23519444,0.000122222,3.61E-05,3.4881E-08,0.29999237,0.953765164,D,5,43670.87885,0.018791422,2229.344621
1352,0,3,33.23528056,0.000208333,6.19E-05,5.932E-08,0.299916075,0.940794995,D,5,43670.87886,0.032245436,2229.358075
1353,0,3,33.23538056,0.000308333,9.19E-05,8.732E-08,0.299916075,0.927672236,D,5,43670.87886,0.047870624,2229.3737
1354,0,3,33.23549444,0.000422222,1.26E-04,1.18771E-07,0.29999237,0.915159838,D,5,43670.87887,0.065662899,2229.391493
1355,0,3,33.23561389,0.000541667,1.62E-04,1.51313E-07,0.29983978,0.902800031,D,5,43670.87887,0.084323534,2229.410153
1356,0,3,33.23573889,0.000666667,1.99E-04,1.84915E-07,0.29983978,0.890897993,D,5,43670.87888,0.103852214,2229.429682
1357,0,3,33.235875,0.000802778,2.40E-04,2.21017E-07,0.29999237,0.878843366,D,5,43670.87888,0.12511683,2229.450946
1358,0,3,33.23601389,0.000941667,2.82E-04,2.57363E-07,0.29999237,0.867246509,D,5,43670.87889,0.146816461,2229.472646
1359,0,3,33.23616389,0.001091667,3.27E-04,2.96093E-07,0.300068666,0.855344472,D,5,43670.87889,0.170250474,2229.49608
1360,0,3,33.23632222,0.00125,3.74E-04,3.36416E-07,0.300068666,0.843595026,D,5,43670.8789,0.194987319,2229.520817
1361,0,3,33.23648056,0.001408333,4.22E-04,3.76188E-07,0.300068666,0.832150759,D,5,43670.87891,0.219723938,2229.545554
1362,0,3,33.23665,0.001577778,4.73E-04,4.18162E-07,0.299916075,0.820401312,D,5,43670.87891,0.246196189,2229.572026
1363,0,3,33.236825,0.001752778,5.25E-04,4.60908E-07,0.29999237,0.808804456,D,5,43670.87892,0.273537326,2229.599367
1364,0,3,33.23700833,0.001936111,5.80E-04,5.05051E-07,0.29983978,0.797207599,D,5,43670.87893,0.302179629,2229.628009
1365,0,3,33.23719444,0.002122222,6.36E-04,5.49221E-07,0.299916075,0.785763333,D,5,43670.87894,0.331255616,2229.657085
1366,0,3,33.23738889,0.002316667,6.94E-04,5.947E-07,0.299916075,0.774166476,D,5,43670.87894,0.361633756,2229.687463
1367,0,3,33.23759167,0.002519444,7.55E-04,6.41427E-07,0.299916075,0.76272221,D,5,43670.87895,0.393313611,2229.719143
1368,0,3,33.23779722,0.002725,8.17E-04,6.88088E-07,0.29999237,0.751430533,D,5,43670.87896,0.425427379,2229.751257
1369,0,3,33.23800833,0.002936111,8.80E-04,7.35296E-07,0.29999237,0.740291447,D,5,43670.87897,0.458409834,2229.784239
1370,0,3,33.23822222,0.00315,9.44E-04,7.82407E-07,0.300068666,0.729152361,D,5,43670.87898,0.49182587,2229.817656
1371,0,3,33.23843889,0.003366667,1.01E-03,8.2941E-07,0.29999237,0.718165866,D,5,43670.87899,0.525675245,2229.851505
1372,0,3,33.23866667,0.003594444,1.08E-03,8.78078E-07,0.299916075,0.70702678,D,5,43670.879,0.561261234,2229.887091
1373,0,3,33.23890556,0.003833333,1.15E-03,9.28322E-07,0.29999237,0.696040284,D,5,43670.87901,0.598582623,2229.924412
1374,0,3,33.23915,0.004077778,1.22E-03,9.7892E-07,0.299916075,0.684748608,D,5,43670.87902,0.63677215,2229.962602
1375,0,3,33.2394,0.004327778,1.30E-03,1.02985E-06,0.300068666,0.673914702,D,5,43670.87903,0.675829368,2230.001659
1376,0,3,33.23965556,0.004583333,1.37E-03,1.08107E-06,0.29999237,0.663080797,D,5,43670.87904,0.715754731,2230.041584
1377,0,3,33.23991389,0.004841667,1.45E-03,1.132E-06,0.300144961,0.652246891,D,5,43670.87905,0.756114099,2230.081944
1378,0,3,33.24018889,0.005116667,1.53E-03,1.18534E-06,0.29999237,0.641412985,D,5,43670.87906,0.799078018,2230.124908
1379,0,3,33.24046667,0.005394444,1.62E-03,1.23831E-06,0.300144961,0.63073167,D,5,43670.87907,0.842475051,2230.168305
1380,0,3,33.24075556,0.005683333,1.70E-03,1.29246E-06,0.299916075,0.619745174,D,5,43670.87909,0.887607704,2230.213437
1381,0,3,33.24105556,0.005983333,1.79E-03,1.34772E-06,0.300068666,0.608911269,D,5,43670.8791,0.934475982,2230.260306
1382,0,3,33.24136944,0.006297222,1.89E-03,1.40452E-06,0.29983978,0.598229953,D,5,43670.87911,0.983515001,2230.309345
1383,0,3,33.241675,0.006602778,1.98E-03,1.45882E-06,0.29999237,0.587701228,D,5,43670.87912,1.031251854,2230.357082
1384,0,3,33.24199722,0.006925,2.08E-03,1.51508E-06,0.29999237,0.576714733,D,5,43670.87914,1.081592788,2230.407422
1385,0,3,33.24233611,0.007263889,2.18E-03,1.57314E-06,0.299763485,0.566033417,D,5,43670.87915,1.134538581,2230.460368
1386,0,3,33.24266944,0.007597222,2.28E-03,1.62917E-06,0.29983978,0.555504692,D,5,43670.87916,1.186615036,2230.512445
1387,0,3,33.24302222,0.00795,2.38E-03,1.68736E-06,0.299916075,0.544518196,D,5,43670.87918,1.241729809,2230.567559
1388,0,3,33.24339722,0.008325,2.50E-03,1.74799E-06,0.299916075,0.533531701,D,5,43670.87919,1.300316476,2230.626146
1389,0,3,33.24376389,0.008691667,2.61E-03,1.80607E-06,0.299916075,0.523002976,D,5,43670.87921,1.357599877,2230.68343
1390,0,3,33.24414444,0.009072222,2.72E-03,1.86513E-06,0.299916075,0.51216907,D,5,43670.87923,1.417053493,2230.742883
1391,0,3,33.24452778,0.009455556,2.84E-03,1.9234E-06,0.29999237,0.501487755,D,5,43670.87924,1.476943197,2230.802773
1392,0,3,33.24491389,0.009841667,2.95E-03,1.98085E-06,0.29999237,0.49095903,D,5,43670.87926,1.537264913,2230.863095
1393,0,3,33.24530556,0.010233333,3.07E-03,2.03789E-06,0.29999237,0.480430304,D,5,43670.87927,1.598455445,2230.924285
1394,0,3,33.24570833,0.010636111,3.19E-03,2.09527E-06,0.29999237,0.469748989,D,5,43670.87929,1.661382028,2230.987212
1395,0,3,33.24611667,0.011044444,3.31E-03,2.15213E-06,0.300068666,0.459067674,D,5,43670.87931,1.725175764,2231.051005
1396,0,3,33.24653889,0.011466667,3.44E-03,2.20957E-06,0.300144961,0.448081178,D,5,43670.87933,1.791140138,2231.11697
1397,0,3,33.24695833,0.011886111,3.56E-03,2.26528E-06,0.300144961,0.437552453,D,5,43670.87934,1.856669726,2231.182499
1398,0,3,33.24739722,0.012325,3.70E-03,2.32217E-06,0.299763485,0.426565957,D,5,43670.87936,1.925237293,2231.251067
1399,0,3,33.24783056,0.012758333,3.83E-03,2.37693E-06,0.29983978,0.416037232,D,5,43670.87938,1.992937381,2231.318767
1400,0,3,33.24826111,0.013188889,3.96E-03,2.42997E-06,0.29999237,0.405661097,D,5,43670.8794,2.060202785,2231.386032
1401,0,3,33.24869722,0.013625,4.09E-03,2.48233E-06,0.299916075,0.395132372,D,5,43670.87942,2.128336656,2231.454166
1402,0,3,33.24915,0.014077778,4.22E-03,2.53526E-06,0.300068666,0.384451057,D,5,43670.87943,2.199075061,2231.524905
1403,0,3,33.24961667,0.014544444,4.36E-03,2.58832E-06,0.300144961,0.373617151,D,5,43670.87945,2.271982863,2231.597813
1404,0,3,33.25010278,0.015030556,4.51E-03,2.64202E-06,0.29983978,0.362783246,D,5,43670.87947,2.347926926,2231.673757
1405,0,3,33.25059167,0.015519444,4.65E-03,2.69445E-06,0.299916075,0.35225452,D,5,43670.87949,2.424306642,2231.750136
1406,0,3,33.25108056,0.016008333,4.80E-03,2.74532E-06,0.29983978,0.341878386,D,5,43670.87952,2.500685047,2231.826515
1407,0,3,33.25158056,0.016508333,4.95E-03,2.79579E-06,0.29983978,0.331502251,D,5,43670.87954,2.578800821,2231.90463
1408,0,3,33.25209722,0.017025,5.11E-03,2.84632E-06,0.299916075,0.320820935,D,5,43670.87956,2.659519686,2231.985349
1409,0,3,33.25265278,0.017580556,5.27E-03,2.8989E-06,0.299916075,0.31029221,D,5,43670.87958,2.746314864,2232.072145
1410,0,3,33.25321111,0.018138889,5.44E-03,2.94997E-06,0.29999237,0.299763485,D,5,43670.8796,2.833543158,2232.159373
1411,0,3,33.25381667,0.018744444,5.62E-03,3.00344E-06,0.299916075,0.28923476,D,5,43670.87963,2.928149488,2232.253979
1412,0,3,33.25445,0.019377778,5.81E-03,3.05736E-06,0.300221256,0.278706035,D,5,43670.87966,3.027095658,2232.352925
1413,0,3,33.25512778,0.020055556,6.02E-03,3.11294E-06,0.29999237,0.267872129,D,5,43670.87968,3.132984935,2232.458815
1414,0,3,33.25586667,0.020794444,6.24E-03,3.17117E-06,0.300144961,0.257648585,D,5,43670.87971,3.248420777,2232.57425
1415,0,3,33.25665556,0.021583333,6.47E-03,3.23085E-06,0.29999237,0.24727245,D,5,43670.87975,3.371669642,2232.697499
1416,0,3,33.25753611,0.022463889,6.74E-03,3.29472E-06,0.300068666,0.236896315,D,5,43670.87978,3.509238901,2232.835069
1417,0,3,33.25855,0.023477778,7.04E-03,3.3651E-06,0.299916075,0.22652018,D,5,43670.87983,3.667639751,2232.993469
1418,0,3,33.25974722,0.024675,7.40E-03,3.44453E-06,0.299916075,0.216296635,D,5,43670.87988,3.854681486,2233.180511
1419,0,3,33.26139444,0.026322222,7.90E-03,3.54873E-06,0.29999237,0.206073091,D,5,43670.87994,4.11202752,2233.437857
1420,0,3,33.264125,0.029052778,8.71E-03,3.71285E-06,0.299763485,0.196002136,D,5,43670.88006,4.538622959,2233.864453
1421,0,3,33.27313056,0.038058333,1.14E-02,4.22502E-06,0.300068666,0.185931182,D,5,43670.88043,5.945565105,2235.271395
1422,0,3,33.30646389,0.071391667,2.14E-02,6.03795E-06,0.299916075,0.178149081,D,1,43670.88182,11.15324571,2240.479075
1423,0,3,33.33979722,0.104725,3.14E-02,7.80069E-06,0.29999237,0.174486915,D,1,43670.88321,16.36093002,2245.68676
1424,0,3,33.37313056,0.138058333,4.14E-02,9.53108E-06,0.300144961,0.171740291,D,1,43670.8846,21.56861542,2250.894445
1425,0,3,33.40646389,0.171391667,5.14E-02,1.12387E-05,0.300068666,0.169909209,D,1,43670.88599,26.77629506,2256.102125
1426,0,3,33.43979722,0.204725,6.14E-02,1.29256E-05,0.29999237,0.167772946,D,1,43670.88738,31.98397419,2261.309804
1427,0,3,33.47313056,0.238058333,7.14E-02,1.45943E-05,0.29968719,0.166094453,D,1,43670.88877,37.19165143,2266.517481
1428,0,3,33.50646389,0.271391667,8.14E-02,1.62419E-05,0.29999237,0.16395819,D,1,43670.89016,42.39933021,2271.72516
1429,0,3,33.53979722,0.304725,9.14E-02,1.78704E-05,0.300068666,0.161516747,D,1,43670.89155,47.60701181,2276.932841
1430,0,3,33.57313056,0.338058333,1.01E-01,1.94729E-05,0.299916075,0.158770123,D,1,43670.89293,52.81469164,2282.140521
1431,0,3,33.60646389,0.371391667,1.11E-01,2.10478E-05,0.299763485,0.156023499,D,1,43670.89432,58.02237452,2287.348204
1432,0,3,33.63979722,0.404725,1.21E-01,2.2595E-05,0.300068666,0.153582055,D,1,43670.89571,63.23005029,2292.55588
1433,0,3,33.67313056,0.438058333,1.31E-01,2.41143E-05,0.299763485,0.150530251,D,1,43670.8971,68.43772154,2297.763551
1434,0,3,33.70646389,0.471391667,1.41E-01,2.5602E-05,0.299763485,0.147020676,D,1,43670.89849,73.64539697,2302.971227
1435,0,3,33.73979722,0.504725,1.51E-01,2.70588E-05,0.299916075,0.144121462,D,1,43670.89988,78.853072,2308.178902
1436,0,3,33.77313056,0.538058333,1.61E-01,2.84865E-05,0.300068666,0.141374838,D,1,43670.90127,84.06075481,2313.386584
1437,0,3,33.80646389,0.571391667,1.71E-01,2.98839E-05,0.299916075,0.138475624,D,1,43670.90266,89.26843362,2318.594263
1438,0,3,33.83979722,0.604725,1.81E-01,3.12511E-05,0.29999237,0.135271229,D,1,43670.90405,94.47610857,2323.801938
1439,0,3,33.87313056,0.638058333,1.91E-01,3.25881E-05,0.299916075,0.132219425,D,1,43670.90543,99.68378479,2329.009614
1440,0,3,33.90646389,0.671391667,2.01E-01,3.38963E-05,0.29999237,0.129472801,D,1,43670.90682,104.8914633,2334.217293
1441,0,3,33.93979722,0.704725,2.11E-01,3.51754E-05,0.299916075,0.126726177,D,1,43670.90821,110.0991445,2339.424974
1442,0,3,33.97313056,0.738058333,2.21E-01,3.64274E-05,0.29999237,0.124132143,D,1,43670.9096,115.306817,2344.632647
1443,0,3,34.00646389,0.771391667,2.31E-01,3.76519E-05,0.299916075,0.121080339,D,1,43670.91099,120.5144977,2349.840327
1444,0,3,34.03979722,0.804725,2.41E-01,3.88506E-05,0.29999237,0.118791485,D,1,43670.91238,125.7221774,2355.048007
1445,0,3,34.07313056,0.838058333,2.51E-01,4.0026E-05,0.300068666,0.116197452,D,1,43670.91377,130.9298571,2360.255687
1446,0,3,34.10646389,0.871391667,2.61E-01,4.11773E-05,0.300144961,0.113908598,D,1,43670.91516,136.1375308,2365.46336
1447,0,3,34.13979722,0.904725,2.71E-01,4.23049E-05,0.299763485,0.111619745,D,1,43670.91655,141.3452084,2370.671038
1448,0,3,34.17313056,0.938058333,2.81E-01,4.34094E-05,0.300068666,0.109330892,D,1,43670.91794,146.5528865,2375.878716
1449,0,3,34.20646389,0.971391667,2.91E-01,4.44916E-05,0.29983978,0.107499809,D,1,43670.91932,151.7605637,2381.086393
