C:\Maccor\System\University at Buffalo # 1\Archive\MV20789-1.094,Procedure,MV207-89 Cycling.000,,SCap,1
mAmp-hr,Watt-hr,mAmps,Volts,State,ES
0.1730018309,0.00,0.30,0.78,C,5
0.1744374884,0.00,0.30,0.79,C,5
0.1758414764,0.00,0.30,0.80,C,5
0.1771563111,0.00,0.30,0.81,C,5
0.1785419704,0.00,0.30,0.82,C,5
0.1798634684,0.00,0.30,0.83,C,5
0.1812616229,0.00,0.30,0.84,C,5
0.1826389490,0.00,0.30,0.86,C,5
0.1839571150,0.00,0.30,0.87,C,5
0.1852852769,0.00,0.30,0.88,C,5
0.1865726147,0.00,0.30,0.89,C,5
0.1878757832,0.00,0.30,0.90,C,5
0.1891231252,0.00,0.30,0.91,C,5
0.1903904661,0.00,0.30,0.92,C,5
0.1916286447,0.00,0.30,0.93,C,5
0.1929126479,0.00,0.30,0.94,C,5
0.1941658237,0.00,0.30,0.95,C,5
0.1953898371,0.00,0.30,0.96,C,5
0.1966671736,0.00,0.30,0.97,C,5
0.1979245140,0.00,0.30,0.98,C,5
0.1991301930,0.00,0.30,0.99,C,5
0.2003125462,0.00,0.30,1.00,C,5
0.2015082286,0.00,0.30,1.01,C,5
0.2026889147,0.00,0.30,1.02,C,5
0.2038446065,0.00,0.30,1.03,C,5
0.2049977944,0.00,0.30,1.04,C,5
0.2061734827,0.00,0.30,1.05,C,5
0.2073075039,0.00,0.30,1.06,C,5
0.2084365290,0.00,0.30,1.07,C,5
0.2095180600,0.00,0.30,1.08,C,5
0.2105662657,0.00,0.30,1.09,C,5
0.2116286299,0.00,0.30,1.10,C,5
0.2126976638,0.00,0.30,1.11,C,5
0.2137233685,0.00,0.30,1.12,C,5
0.2147182468,0.00,0.30,1.13,C,5
0.2156822950,0.00,0.30,1.14,C,5
0.2166471761,0.00,0.30,1.15,C,5
0.2176078871,0.00,0.30,1.16,C,5
0.2185352728,0.00,0.30,1.17,C,5
0.2194576556,0.00,0.30,1.18,C,5
0.2203600434,0.00,0.30,1.19,C,5
0.2211391147,0.00,0.30,1.20,C,133
0.0000000000,0.00,0.00,1.17,R,0
0.0000000000,0.00,0.00,1.09,R,1
0.0000000000,0.00,0.00,1.05,R,1
0.0000000000,0.00,0.00,1.03,R,1
0.0000000000,0.00,0.00,1.01,R,1
0.0000000000,0.00,0.00,0.99,R,129
0.0000019169,0.00,0.30,0.94,D,0
0.0000152488,0.00,0.30,0.92,D,5
0.0000327491,0.00,0.30,0.91,D,5
0.0000544170,0.00,0.30,0.89,D,5
0.0000785814,0.00,0.30,0.88,D,5
0.0001052460,0.00,0.30,0.87,D,5
0.0001335757,0.00,0.30,0.85,D,5
0.0001644045,0.00,0.30,0.84,D,5
0.0001960677,0.00,0.30,0.83,D,5
0.0002285624,0.00,0.30,0.82,D,5
0.0002635591,0.00,0.30,0.80,D,5
0.0003002219,0.00,0.30,0.79,D,5
0.0003368832,0.00,0.30,0.78,D,5
0.0003768784,0.00,0.30,0.77,D,5
0.0004185410,0.00,0.30,0.76,D,5
0.0004618692,0.00,0.30,0.74,D,5
0.0005068632,0.00,0.30,0.73,D,5
0.0005543569,0.00,0.30,0.72,D,5
0.0006035178,0.00,0.30,0.71,D,5
0.0006543436,0.00,0.30,0.70,D,5
0.0007085044,0.00,0.30,0.69,D,5
0.0007626635,0.00,0.30,0.67,D,5
0.0008234903,0.00,0.30,0.66,D,5
0.0008843172,0.00,0.30,0.65,D,5
0.0009476422,0.00,0.30,0.64,D,5
0.0010118010,0.00,0.30,0.63,D,5
0.0010801235,0.00,0.30,0.62,D,5
0.0011517812,0.00,0.30,0.61,D,5
0.0012259378,0.00,0.30,0.60,D,5
0.0013000950,0.00,0.30,0.59,D,5
0.0013784177,0.00,0.30,0.57,D,5
0.0014600742,0.00,0.30,0.56,D,5
0.0015425645,0.00,0.30,0.55,D,5
0.0016275541,0.00,0.30,0.54,D,5
0.0017150427,0.00,0.30,0.53,D,5
0.0018041996,0.00,0.30,0.52,D,5
0.0018958534,0.00,0.30,0.51,D,5
0.0019883425,0.00,0.30,0.50,D,5
0.0020824983,0.00,0.30,0.49,D,5
0.0021749873,0.00,0.30,0.48,D,5
0.0022683083,0.00,0.30,0.47,D,5
0.0023616297,0.00,0.30,0.45,D,5
0.0024599507,0.00,0.30,0.44,D,5
0.0025557720,0.00,0.30,0.43,D,5
0.0026465943,0.00,0.30,0.42,D,5
0.0027424160,0.00,0.30,0.41,D,5
0.0028374038,0.00,0.30,0.40,D,5
0.0029323922,0.00,0.30,0.39,D,5
0.0030273794,0.00,0.30,0.38,D,5
0.0031223673,0.00,0.30,0.37,D,5
0.0032240209,0.00,0.30,0.36,D,5
0.0033215110,0.00,0.30,0.35,D,5
0.0034206640,0.00,0.30,0.34,D,5
0.0035206525,0.00,0.30,0.33,D,5
0.0036231385,0.00,0.30,0.32,D,5
0.0037264588,0.00,0.30,0.31,D,5
0.0038314467,0.00,0.30,0.29,D,5
0.0039397663,0.00,0.30,0.28,D,5
0.0040522518,0.00,0.30,0.27,D,5
0.0041689041,0.00,0.30,0.26,D,5
0.0042905569,0.00,0.30,0.25,D,5
0.0044138741,0.00,0.30,0.24,D,5
0.0045455238,0.00,0.30,0.23,D,5
0.0046871724,0.00,0.30,0.22,D,5
0.0048363199,0.00,0.30,0.21,D,5
0.0050029645,0.00,0.30,0.20,D,5
0.0051912736,0.00,0.30,0.19,D,5
0.0054229097,0.00,0.30,0.18,D,5
0.0057237063,0.00,0.30,0.17,D,5
0.0061669813,0.00,0.30,0.16,D,5
0.0069110522,0.00,0.30,0.15,D,5
0.0083142105,0.00,0.30,0.14,D,5
0.0117754380,0.00,0.30,0.13,D,5
0.0209176211,0.00,0.30,0.12,D,5
0.0309163633,0.00,0.30,0.11,D,1
0.0409151071,0.00,0.30,0.11,D,1
0.0509138410,0.00,0.30,0.10,D,1
0.0609125878,0.00,0.30,0.09,D,1
0.0709113394,0.00,0.30,0.09,D,1
0.0809100787,0.00,0.30,0.08,D,1
0.0909088123,0.00,0.30,0.08,D,1
0.1009075554,0.00,0.30,0.07,D,1
0.1109062970,0.00,0.30,0.07,D,1
0.1209050306,0.00,0.30,0.06,D,1
0.1309037715,0.00,0.30,0.05,D,1
0.1409025217,0.00,0.30,0.05,D,1
0.1509012603,0.00,0.30,0.04,D,1
0.1609000030,0.00,0.30,0.04,D,1
0.1708987379,0.00,0.30,0.03,D,1
0.1808974733,0.00,0.30,0.02,D,1
0.1908962248,0.00,0.30,0.02,D,1
0.2008949706,0.00,0.30,0.01,D,1
0.2108937163,0.00,0.30,0.01,D,1
0.2208249638,0.00,0.30,0.00,D,133
0.0000000000,0.00,0.00,0.02,R,0
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.07,R,1
0.0000000000,0.00,0.00,0.07,R,129
0.0000019194,0.00,0.30,0.09,C,0
0.0000277516,0.00,0.30,0.10,C,5
0.0000777517,0.00,0.30,0.12,C,5
0.0001669084,0.00,0.30,0.13,C,5
0.0003102228,0.00,0.30,0.14,C,5
0.0005310301,0.00,0.30,0.15,C,5
0.0008468248,0.00,0.30,0.16,C,5
0.0012834348,0.00,0.30,0.17,C,5
0.0018491989,0.00,0.30,0.18,C,5
0.0025924367,0.00,0.30,0.19,C,5
0.0035264849,0.00,0.30,0.20,C,5
0.0047071668,0.00,0.30,0.21,C,5
0.0061228230,0.00,0.30,0.22,C,5
0.0077934456,0.00,0.30,0.23,C,5
0.0097623711,0.00,0.30,0.24,C,5
0.0120537583,0.00,0.30,0.25,C,5
0.0146259386,0.00,0.30,0.26,C,5
0.0175630713,0.00,0.30,0.27,C,5
0.0207893376,0.00,0.30,0.28,C,5
0.0243322280,0.00,0.30,0.29,C,5
0.0281584165,0.00,0.30,0.30,C,5
0.0322354053,0.00,0.30,0.31,C,5
0.0365282057,0.00,0.30,0.32,C,5
0.0410467980,0.00,0.30,0.33,C,5
0.0456520518,0.00,0.30,0.34,C,5
0.0504122777,0.00,0.30,0.35,C,5
0.0552200072,0.00,0.30,0.36,C,5
0.0602768553,0.00,0.30,0.37,C,5
0.0650470899,0.00,0.30,0.38,C,5
0.0696973425,0.00,0.30,0.39,C,5
0.0742084433,0.00,0.30,0.40,C,5
0.0787287068,0.00,0.30,0.41,C,5
0.0830515032,0.00,0.30,0.42,C,5
0.0871759864,0.00,0.30,0.43,C,5
0.0912463015,0.00,0.30,0.44,C,5
0.0952949591,0.00,0.30,0.45,C,5
0.0990911560,0.00,0.30,0.46,C,5
0.1027390275,0.00,0.30,0.47,C,5
0.1062360858,0.00,0.30,0.48,C,5
0.1094473468,0.00,0.30,0.49,C,5
0.1124836244,0.00,0.30,0.50,C,5
0.1154232549,0.00,0.30,0.51,C,5
0.1184187117,0.00,0.30,0.52,C,5
0.1211325363,0.00,0.30,0.53,C,5
0.1235530667,0.00,0.30,0.54,C,5
0.1259227705,0.00,0.30,0.55,C,5
0.1281691517,0.00,0.30,0.56,C,5
0.1303880394,0.00,0.30,0.57,C,5
0.1325860993,0.00,0.30,0.58,C,5
0.1346866732,0.00,0.30,0.59,C,5
0.1366705894,0.00,0.30,0.60,C,5
0.1387344959,0.00,0.30,0.61,C,5
0.1407234062,0.00,0.30,0.62,C,5
0.1425848382,0.00,0.30,0.63,C,5
0.1443729522,0.00,0.30,0.64,C,5
0.1461810564,0.00,0.30,0.65,C,5
0.1478658433,0.00,0.30,0.67,C,5
0.1495406335,0.00,0.30,0.68,C,5
0.1511312610,0.00,0.30,0.69,C,5
0.1528227165,0.00,0.30,0.70,C,5
0.1544800084,0.00,0.30,0.71,C,5
0.1560164780,0.00,0.30,0.72,C,5
0.1575579508,0.00,0.30,0.73,C,5
0.1589877666,0.00,0.30,0.74,C,5
0.1604184203,0.00,0.30,0.75,C,5
0.1619515573,0.00,0.30,0.76,C,5
0.1634180404,0.00,0.30,0.77,C,5
0.1648353622,0.00,0.30,0.78,C,5
0.1662535192,0.00,0.30,0.79,C,5
0.1677133339,0.00,0.30,0.80,C,5
0.1690681631,0.00,0.30,0.81,C,5
0.1703921637,0.00,0.30,0.82,C,5
0.1717044981,0.00,0.30,0.83,C,5
0.1730034955,0.00,0.30,0.84,C,5
0.1743699923,0.00,0.30,0.85,C,5
0.1756973197,0.00,0.30,0.86,C,5
0.1769579960,0.00,0.30,0.87,C,5
0.1782361704,0.00,0.30,0.88,C,5
0.1795243396,0.00,0.30,0.89,C,5
0.1808050133,0.00,0.30,0.90,C,5
0.1820273579,0.00,0.30,0.91,C,5
0.1832430397,0.00,0.30,0.92,C,5
0.1844362233,0.00,0.30,0.93,C,5
0.1857743892,0.00,0.30,0.94,C,5
0.1870108995,0.00,0.30,0.95,C,5
0.1882124140,0.00,0.30,0.96,C,5
0.1895347469,0.00,0.30,0.97,C,5
0.1906945996,0.00,0.30,0.98,C,5
0.1919144448,0.00,0.30,0.99,C,5
0.1931476245,0.00,0.30,1.00,C,5
0.1943033147,0.00,0.30,1.01,C,5
0.1954698360,0.00,0.30,1.02,C,5
0.1966488533,0.00,0.30,1.03,C,5
0.1977620454,0.00,0.30,1.04,C,5
0.1988685758,0.00,0.30,1.05,C,5
0.1999792680,0.00,0.30,1.06,C,5
0.2010366314,0.00,0.30,1.07,C,5
0.2020906670,0.00,0.30,1.08,C,5
0.2031597007,0.00,0.30,1.09,C,5
0.2042112350,0.00,0.30,1.10,C,5
0.2052352730,0.00,0.30,1.11,C,5
0.2062318134,0.00,0.30,1.12,C,5
0.2072350192,0.00,0.30,1.13,C,5
0.2082040666,0.00,0.30,1.14,C,5
0.2091589492,0.00,0.30,1.15,C,5
0.2101196647,0.00,0.30,1.16,C,5
0.2110220457,0.00,0.30,1.17,C,5
0.2119494264,0.00,0.30,1.18,C,5
0.2128143181,0.00,0.30,1.19,C,5
0.2133584157,0.00,0.30,1.20,C,133
0.0000000000,0.00,0.00,1.17,R,0
0.0000000000,0.00,0.00,1.09,R,1
0.0000000000,0.00,0.00,1.05,R,1
0.0000000000,0.00,0.00,1.03,R,1
0.0000000000,0.00,0.00,1.01,R,1
0.0000000000,0.00,0.00,0.99,R,129
0.0000019171,0.00,0.30,0.94,D,0
0.0000152509,0.00,0.30,0.92,D,5
0.0000327501,0.00,0.30,0.91,D,5
0.0000544166,0.00,0.30,0.89,D,5
0.0000785800,0.00,0.30,0.88,D,5
0.0001052465,0.00,0.30,0.87,D,5
0.0001344086,0.00,0.30,0.85,D,5
0.0001635715,0.00,0.30,0.84,D,5
0.0001952344,0.00,0.30,0.83,D,5
0.0002285644,0.00,0.30,0.82,D,5
0.0002635603,0.00,0.30,0.80,D,5
0.0002993894,0.00,0.30,0.79,D,5
0.0003377173,0.00,0.30,0.78,D,5
0.0003785467,0.00,0.30,0.77,D,5
0.0004202089,0.00,0.30,0.75,D,5
0.0004627040,0.00,0.30,0.74,D,5
0.0005076980,0.00,0.30,0.73,D,5
0.0005543588,0.00,0.30,0.72,D,5
0.0006043524,0.00,0.30,0.71,D,5
0.0006543455,0.00,0.30,0.70,D,5
0.0007085067,0.00,0.30,0.68,D,5
0.0007651657,0.00,0.30,0.67,D,5
0.0008234899,0.00,0.30,0.66,D,5
0.0008826513,0.00,0.30,0.65,D,5
0.0009451429,0.00,0.30,0.64,D,5
0.0010134671,0.00,0.30,0.63,D,5
0.0010817912,0.00,0.30,0.62,D,5
0.0011542831,0.00,0.30,0.61,D,5
0.0012284407,0.00,0.30,0.59,D,5
0.0013034316,0.00,0.30,0.58,D,5
0.0013834215,0.00,0.30,0.57,D,5
0.0014625777,0.00,0.30,0.56,D,5
0.0015467329,0.00,0.30,0.55,D,5
0.0016333897,0.00,0.30,0.54,D,5
0.0017200465,0.00,0.30,0.53,D,5
0.0018108673,0.00,0.30,0.52,D,5
0.0019025232,0.00,0.30,0.51,D,5
0.0019941784,0.00,0.30,0.50,D,5
0.0020841673,0.00,0.30,0.49,D,5
0.0021758221,0.00,0.30,0.47,D,5
0.0022699776,0.00,0.30,0.46,D,5
0.0023666326,0.00,0.30,0.45,D,5
0.0024616202,0.00,0.30,0.44,D,5
0.0025557739,0.00,0.30,0.43,D,5
0.0026499296,0.00,0.30,0.42,D,5
0.0027457509,0.00,0.30,0.41,D,5
0.0028415725,0.00,0.30,0.40,D,5
0.0029365622,0.00,0.30,0.39,D,5
0.0030315502,0.00,0.30,0.38,D,5
0.0031298709,0.00,0.30,0.37,D,5
0.0032281902,0.00,0.30,0.36,D,5
0.0033281781,0.00,0.30,0.35,D,5
0.0034273324,0.00,0.30,0.33,D,5
0.0035289863,0.00,0.30,0.32,D,5
0.0036289729,0.00,0.30,0.31,D,5
0.0037331249,0.00,0.30,0.30,D,5
0.0038397786,0.00,0.30,0.29,D,5
0.0039480968,0.00,0.30,0.28,D,5
0.0040589159,0.00,0.30,0.27,D,5
0.0041780690,0.00,0.30,0.26,D,5
0.0043005521,0.00,0.30,0.25,D,5
0.0044297019,0.00,0.30,0.24,D,5
0.0045621854,0.00,0.30,0.23,D,5
0.0047046685,0.00,0.30,0.22,D,5
0.0048579832,0.00,0.30,0.21,D,5
0.0050321276,0.00,0.30,0.20,D,5
0.0052346006,0.00,0.30,0.19,D,5
0.0054795700,0.00,0.30,0.18,D,5
0.0058153622,0.00,0.30,0.17,D,5
0.0063436281,0.00,0.30,0.15,D,5
0.0072560142,0.00,0.30,0.14,D,5
0.0091316094,0.00,0.30,0.13,D,5
0.0137493577,0.00,0.30,0.12,D,5
0.0237480965,0.00,0.30,0.12,D,1
0.0337468365,0.00,0.30,0.11,D,1
0.0437455677,0.00,0.30,0.10,D,1
0.0537443076,0.00,0.30,0.10,D,1
0.0637430579,0.00,0.30,0.09,D,1
0.0737417968,0.00,0.30,0.08,D,1
0.0837405391,0.00,0.30,0.08,D,1
0.0937392929,0.00,0.30,0.07,D,1
0.1037380298,0.00,0.30,0.07,D,1
0.1137367665,0.00,0.30,0.06,D,1
0.1237355073,0.00,0.30,0.06,D,1
0.1337342549,0.00,0.30,0.05,D,1
0.1437329877,0.00,0.30,0.04,D,1
0.1537317231,0.00,0.30,0.04,D,1
0.1637304508,0.00,0.30,0.03,D,1
0.1737291929,0.00,0.30,0.03,D,1
0.1837279449,0.00,0.30,0.02,D,1
0.1937266829,0.00,0.30,0.01,D,1
0.2037254157,0.00,0.30,0.01,D,1
0.2137241568,0.00,0.30,0.00,D,1
0.2139207967,0.00,0.30,0.00,D,133
0.0000000000,0.00,0.00,0.02,R,0
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.07,R,1
0.0000000000,0.00,0.00,0.07,R,129
0.0000019201,0.00,0.30,0.09,C,0
0.0000260863,0.00,0.30,0.10,C,5
0.0000735854,0.00,0.30,0.12,C,5
0.0001560730,0.00,0.30,0.13,C,5
0.0002910553,0.00,0.30,0.14,C,5
0.0004901974,0.00,0.30,0.15,C,5
0.0007784957,0.00,0.30,0.16,C,5
0.0011834430,0.00,0.30,0.17,C,5
0.0017192119,0.00,0.30,0.18,C,5
0.0024024596,0.00,0.30,0.19,C,5
0.0032823455,0.00,0.30,0.20,C,5
0.0043755409,0.00,0.30,0.21,C,5
0.0057278718,0.00,0.30,0.22,C,5
0.0073418345,0.00,0.30,0.23,C,5
0.0092182645,0.00,0.30,0.24,C,5
0.0113996567,0.00,0.30,0.25,C,5
0.0138385144,0.00,0.30,0.26,C,5
0.0166448250,0.00,0.30,0.27,C,5
0.0196969419,0.00,0.30,0.28,C,5
0.0230581752,0.00,0.30,0.29,C,5
0.0266877225,0.00,0.30,0.30,C,5
0.0306522196,0.00,0.30,0.31,C,5
0.0346000631,0.00,0.30,0.32,C,5
0.0389161851,0.00,0.30,0.33,C,5
0.0433256341,0.00,0.30,0.34,C,5
0.0479633774,0.00,0.30,0.35,C,5
0.0524844706,0.00,0.30,0.36,C,5
0.0573355273,0.00,0.30,0.37,C,5
0.0619007889,0.00,0.30,0.38,C,5
0.0662602351,0.00,0.30,0.39,C,5
0.0706980127,0.00,0.30,0.40,C,5
0.0749666430,0.00,0.30,0.41,C,5
0.0790661214,0.00,0.30,0.42,C,5
0.0830097896,0.00,0.30,0.43,C,5
0.0869534629,0.00,0.30,0.44,C,5
0.0907988107,0.00,0.30,0.45,C,5
0.0945475054,0.00,0.30,0.46,C,5
0.0982012063,0.00,0.30,0.47,C,5
0.1013299830,0.00,0.30,0.48,C,5
0.1046345708,0.00,0.30,0.49,C,5
0.1076508585,0.00,0.30,0.50,C,5
0.1107038073,0.00,0.30,0.51,C,5
0.1133268065,0.00,0.30,0.52,C,5
0.1158773102,0.00,0.30,0.53,C,5
0.1182670085,0.00,0.30,0.54,C,5
0.1205917121,0.00,0.30,0.55,C,5
0.1228447583,0.00,0.30,0.56,C,5
0.1250503174,0.00,0.30,0.57,C,5
0.1270967182,0.00,0.30,0.58,C,5
0.1290981323,0.00,0.30,0.59,C,5
0.1310520567,0.00,0.30,0.60,C,5
0.1330193048,0.00,0.30,0.61,C,5
0.1348865682,0.00,0.30,0.62,C,5
0.1367963296,0.00,0.30,0.63,C,5
0.1385377752,0.00,0.30,0.64,C,5
0.1402358989,0.00,0.30,0.65,C,5
0.1419198513,0.00,0.30,0.66,C,5
0.1436088084,0.00,0.30,0.67,C,5
0.1452460998,0.00,0.30,0.68,C,5
0.1468967234,0.00,0.30,0.69,C,5
0.1484681893,0.00,0.30,0.70,C,5
0.1499829977,0.00,0.30,0.71,C,5
0.1514528100,0.00,0.30,0.72,C,5
0.1529559499,0.00,0.30,0.74,C,5
0.1545190877,0.00,0.30,0.75,C,5
0.1558905802,0.00,0.30,0.76,C,5
0.1573170726,0.00,0.30,0.77,C,5
0.1587543880,0.00,0.30,0.78,C,5
0.1601267107,0.00,0.30,0.79,C,5
0.1614782113,0.00,0.30,0.80,C,5
0.1628130450,0.00,0.30,0.81,C,5
0.1641553757,0.00,0.30,0.82,C,5
0.1655085382,0.00,0.30,0.83,C,5
0.1669208568,0.00,0.30,0.84,C,5
0.1682198629,0.00,0.30,0.85,C,5
0.1695538560,0.00,0.30,0.86,C,5
0.1708095288,0.00,0.30,0.87,C,5
0.1720976999,0.00,0.30,0.88,C,5
0.1733625382,0.00,0.30,0.89,C,5
0.1746257125,0.00,0.30,0.90,C,5
0.1759938783,0.00,0.30,0.91,C,5
0.1771870636,0.00,0.30,0.92,C,5
0.1783985774,0.00,0.30,0.93,C,5
0.1796250830,0.00,0.30,0.94,C,5
0.1809224188,0.00,0.30,0.95,C,5
0.1821622634,0.00,0.30,0.96,C,5
0.1833562803,0.00,0.30,0.97,C,5
0.1845911255,0.00,0.30,0.98,C,5
0.1857334838,0.00,0.30,0.99,C,5
0.1868800090,0.00,0.30,1.00,C,5
0.1880298631,0.00,0.30,1.01,C,5
0.1892188770,0.00,0.30,1.02,C,5
0.1903745643,0.00,0.30,1.03,C,5
0.1914602633,0.00,0.30,1.04,C,5
0.1925267941,0.00,0.30,1.05,C,5
0.1935983251,0.00,0.30,1.06,C,5
0.1946865211,0.00,0.30,1.07,C,5
0.1957455567,0.00,0.30,1.08,C,5
0.1967945931,0.00,0.30,1.09,C,5
0.1978077955,0.00,0.30,1.10,C,5
0.1988110085,0.00,0.30,1.11,C,5
0.1997858822,0.00,0.30,1.12,C,5
0.2007840906,0.00,0.30,1.13,C,5
0.2017348028,0.00,0.30,1.14,C,5
0.2026496872,0.00,0.30,1.15,C,5
0.2035570740,0.00,0.30,1.16,C,5
0.2044586254,0.00,0.30,1.17,C,5
0.2053835107,0.00,0.30,1.18,C,5
0.2062659013,0.00,0.30,1.19,C,5
0.2069299873,0.00,0.30,1.20,C,133
0.0000000000,0.00,0.00,1.17,R,0
0.0000000000,0.00,0.00,1.09,R,1
0.0000000000,0.00,0.00,1.05,R,1
0.0000000000,0.00,0.00,1.03,R,1
0.0000000000,0.00,0.00,1.01,R,1
0.0000000000,0.00,0.00,0.99,R,129
0.0000019182,0.00,0.30,0.94,D,0
0.0000152498,0.00,0.30,0.92,D,5
0.0000327506,0.00,0.30,0.91,D,5
0.0000544177,0.00,0.30,0.89,D,5
0.0000794150,0.00,0.30,0.88,D,5
0.0001060798,0.00,0.30,0.87,D,5
0.0001344084,0.00,0.30,0.85,D,5
0.0001652382,0.00,0.30,0.84,D,5
0.0001977345,0.00,0.30,0.83,D,5
0.0002310637,0.00,0.30,0.81,D,5
0.0002652261,0.00,0.30,0.80,D,5
0.0003010541,0.00,0.30,0.79,D,5
0.0003393833,0.00,0.30,0.78,D,5
0.0003793787,0.00,0.30,0.77,D,5
0.0004210407,0.00,0.30,0.75,D,5
0.0004652020,0.00,0.30,0.74,D,5
0.0005101957,0.00,0.30,0.73,D,5
0.0005576898,0.00,0.30,0.72,D,5
0.0006076830,0.00,0.30,0.71,D,5
0.0006601772,0.00,0.30,0.69,D,5
0.0007143378,0.00,0.30,0.68,D,5
0.0007701637,0.00,0.30,0.67,D,5
0.0008276554,0.00,0.30,0.66,D,5
0.0008884809,0.00,0.30,0.65,D,5
0.0009526392,0.00,0.30,0.64,D,5
0.0010184640,0.00,0.30,0.63,D,5
0.0010884551,0.00,0.30,0.61,D,5
0.0011617785,0.00,0.30,0.60,D,5
0.0012359360,0.00,0.30,0.59,D,5
0.0013142599,0.00,0.30,0.58,D,5
0.0013917520,0.00,0.30,0.57,D,5
0.0014725747,0.00,0.30,0.56,D,5
0.0015533977,0.00,0.30,0.55,D,5
0.0016375526,0.00,0.30,0.54,D,5
0.0017242094,0.00,0.30,0.53,D,5
0.0018133634,0.00,0.30,0.52,D,5
0.0019041853,0.00,0.30,0.51,D,5
0.0019966742,0.00,0.30,0.49,D,5
0.0020891638,0.00,0.30,0.48,D,5
0.0021841511,0.00,0.30,0.47,D,5
0.0022766409,0.00,0.30,0.46,D,5
0.0023699629,0.00,0.30,0.45,D,5
0.0024657844,0.00,0.30,0.44,D,5
0.0025599404,0.00,0.30,0.43,D,5
0.0026549273,0.00,0.30,0.42,D,5
0.0027515823,0.00,0.30,0.41,D,5
0.0028465707,0.00,0.30,0.40,D,5
0.0029415585,0.00,0.30,0.39,D,5
0.0030390473,0.00,0.30,0.38,D,5
0.0031373685,0.00,0.30,0.36,D,5
0.0032348562,0.00,0.30,0.35,D,5
0.0033331763,0.00,0.30,0.34,D,5
0.0034323310,0.00,0.30,0.33,D,5
0.0035331517,0.00,0.30,0.32,D,5
0.0036323046,0.00,0.30,0.31,D,5
0.0037381253,0.00,0.30,0.30,D,5
0.0038472787,0.00,0.30,0.29,D,5
0.0039564310,0.00,0.30,0.28,D,5
0.0040680828,0.00,0.30,0.27,D,5
0.0041855680,0.00,0.30,0.26,D,5
0.0043047200,0.00,0.30,0.25,D,5
0.0044347036,0.00,0.30,0.24,D,5
0.0045680213,0.00,0.30,0.23,D,5
0.0047088370,0.00,0.30,0.22,D,5
0.0048629831,0.00,0.30,0.21,D,5
0.0050404605,0.00,0.30,0.19,D,5
0.0052412674,0.00,0.30,0.18,D,5
0.0054962350,0.00,0.30,0.17,D,5
0.0058361924,0.00,0.30,0.16,D,5
0.0063594594,0.00,0.30,0.15,D,5
0.0072826772,0.00,0.30,0.14,D,5
0.0090916188,0.00,0.30,0.13,D,5
0.0139760006,0.00,0.30,0.12,D,5
0.0239747376,0.00,0.30,0.11,D,1
0.0339734804,0.00,0.30,0.11,D,1
0.0439722148,0.00,0.30,0.10,D,1
0.0539709673,0.00,0.30,0.10,D,1
0.0639697028,0.00,0.30,0.09,D,1
0.0739684565,0.00,0.30,0.08,D,1
0.0839672075,0.00,0.30,0.08,D,1
0.0939659369,0.00,0.30,0.07,D,1
0.1039646787,0.00,0.30,0.07,D,1
0.1139634252,0.00,0.30,0.06,D,1
0.1239621655,0.00,0.30,0.05,D,1
0.1339609111,0.00,0.30,0.05,D,1
0.1439596521,0.00,0.30,0.04,D,1
0.1539584014,0.00,0.30,0.03,D,1
0.1639571283,0.00,0.30,0.03,D,1
0.1739558684,0.00,0.30,0.02,D,1
0.1839546101,0.00,0.30,0.02,D,1
0.1939533507,0.00,0.30,0.01,D,1
0.2039520937,0.00,0.30,0.00,D,1
0.2078024360,0.00,0.30,0.00,D,133
0.0000000000,0.00,0.00,0.02,R,0
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.07,R,1
0.0000000000,0.00,0.00,0.07,R,129
0.0000019199,0.00,0.30,0.09,C,0
0.0000269187,0.00,0.30,0.11,C,5
0.0000752516,0.00,0.30,0.12,C,5
0.0001602416,0.00,0.30,0.13,C,5
0.0002935582,0.00,0.30,0.14,C,5
0.0004902004,0.00,0.30,0.15,C,5
0.0007718310,0.00,0.30,0.16,C,5
0.0011692827,0.00,0.30,0.17,C,5
0.0016958813,0.00,0.30,0.18,C,5
0.0023716283,0.00,0.30,0.19,C,5
0.0032173532,0.00,0.30,0.20,C,5
0.0042955479,0.00,0.30,0.21,C,5
0.0055737206,0.00,0.30,0.22,C,5
0.0071360241,0.00,0.30,0.23,C,5
0.0089741256,0.00,0.30,0.24,C,5
0.0110955239,0.00,0.30,0.25,C,5
0.0135052210,0.00,0.30,0.26,C,5
0.0162257108,0.00,0.30,0.27,C,5
0.0191195137,0.00,0.30,0.28,C,5
0.0223749383,0.00,0.30,0.29,C,5
0.0258120036,0.00,0.30,0.30,C,5
0.0295540364,0.00,0.30,0.31,C,5
0.0335118717,0.00,0.30,0.32,C,5
0.0377180069,0.00,0.30,0.33,C,5
0.0420791213,0.00,0.30,0.34,C,5
