,Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,spec_cap_unc,spec_cap_cor
0,1,0,1,0,0.0,0.0,0.0,0.0,1.19,R,0,6/24/2020 14:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,2,0,1,0,0.016666667,0.0,0.0,0.0,1.19,R,1,6/24/2020 14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2,3,0,1,0,0.033333333,0.0,0.0,0.0,1.19,R,1,6/24/2020 14:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
3,4,0,1,0,0.05,0.0,0.0,0.0,1.19,R,1,6/24/2020 14:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
4,5,0,1,0,0.066666667,0.0,0.0,0.0,1.19,R,1,6/24/2020 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
5,6,0,1,0,0.083333333,0.0,0.0,0.0,1.19,R,129,6/24/2020 14:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
6,7,0,2,0,8.333e-06,1e-06,0.0,0.34,1.14,D,0,6/24/2020 14:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00014727540500736376,0.00014727540500736376
7,8,0,2,0,0.016675,0.005667,0.0,0.34,1.14,D,1,6/24/2020 14:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8346097201767305,0.8346097201767305
8,9,0,2,0,0.032486111,0.011042,0.0,0.34,1.13,D,5,6/24/2020 14:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6262150220913107,1.6262150220913107
9,10,0,2,0,0.048761110999999996,0.016574000000000002,0.0,0.34,1.12,D,5,6/24/2020 14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4409425625920473,2.4409425625920473
10,11,0,2,0,0.06542777799999999,0.02224,0.0,0.34,1.11,D,1,6/24/2020 14:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27540500736377,3.27540500736377
11,12,0,2,0,0.082094444,0.027905000000000003,0.0,0.34,1.1,D,1,6/24/2020 14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1097201767304865,4.1097201767304865
12,13,0,2,0,0.098761111,0.033571,0.0,0.34,1.09,D,1,6/24/2020 14:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.944182621502208,4.944182621502208
13,14,0,2,0,0.11542777800000001,0.039237,0.0,0.34,1.08,D,1,6/24/2020 14:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.778645066273932,5.778645066273932
14,15,0,2,0,0.132094444,0.044903,0.0,0.34,1.07,D,1,6/24/2020 14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.613107511045655,6.613107511045655
15,16,0,2,0,0.148761111,0.050568,0.0,0.34,1.07,D,1,6/24/2020 14:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.447422680412371,7.447422680412371
16,17,0,2,0,0.165427778,0.056234000000000006,0.0,0.34,1.06,D,1,6/24/2020 14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.281885125184095,8.281885125184095
17,18,0,2,0,0.182094444,0.0619,0.0,0.34,1.05,D,1,6/24/2020 14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.116347569955817,9.116347569955817
18,19,0,2,0,0.19876111100000002,0.067565,0.0,0.34,1.04,D,1,6/24/2020 14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.950662739322533,9.950662739322533
19,20,0,2,0,0.21542777800000001,0.07323099999999999,0.0,0.34,1.03,D,1,6/24/2020 14:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.785125184094255,10.785125184094255
20,21,0,2,0,0.23209444399999998,0.07889700000000001,0.0,0.34,1.02,D,1,6/24/2020 14:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61958762886598,11.61958762886598
21,22,0,2,0,0.248761111,0.084562,0.0,0.34,1.02,D,1,6/24/2020 14:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.453902798232695,12.453902798232695
22,23,0,2,0,0.265427778,0.090228,0.0,0.34,1.01,D,1,6/24/2020 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.288365243004419,13.288365243004419
23,24,0,2,0,0.282094444,0.09589400000000001,0.0,0.34,1.0,D,1,6/24/2020 14:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.122827687776143,14.122827687776143
24,25,0,2,0,0.298761111,0.101559,0.0,0.34,1.0,D,1,6/24/2020 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.957142857142857,14.957142857142857
25,26,0,2,0,0.315427778,0.107225,0.0,0.34,0.99,D,1,6/24/2020 14:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.791605301914581,15.791605301914581
26,27,0,2,0,0.332094444,0.112891,0.0,0.34,0.99,D,1,6/24/2020 14:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.626067746686303,16.626067746686303
27,28,0,2,0,0.348761111,0.118556,0.0,0.34,0.99,D,1,6/24/2020 14:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.460382916053018,17.460382916053018
28,29,0,2,0,0.365427778,0.124222,0.0,0.34,0.98,D,1,6/24/2020 14:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.29484536082474,18.29484536082474
29,30,0,2,0,0.382094444,0.129888,0.0,0.34,0.98,D,1,6/24/2020 14:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.129307805596465,19.129307805596465
30,31,0,2,0,0.398761111,0.135553,0.0,0.34,0.97,D,1,6/24/2020 14:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.963622974963183,19.963622974963183
31,32,0,2,0,0.41542777799999997,0.141219,0.0,0.34,0.97,D,1,6/24/2020 14:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.798085419734907,20.798085419734907
32,33,0,2,1,0.43209444399999997,0.146885,0.0,0.34,0.96,D,1,6/24/2020 14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.632547864506627,21.632547864506627
33,34,0,2,1,0.448761111,0.15255,0.0,0.34,0.96,D,1,6/24/2020 14:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46686303387334,22.46686303387334
34,35,0,2,1,0.46542777799999996,0.158216,0.0,0.34,0.96,D,1,6/24/2020 14:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.301325478645065,23.301325478645065
35,36,0,2,1,0.482094444,0.163882,0.0,0.34,0.95,D,1,6/24/2020 14:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13578792341679,24.13578792341679
36,37,0,2,1,0.49876111100000003,0.169548,0.0,0.34,0.95,D,1,6/24/2020 14:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.970250368188513,24.970250368188513
37,38,0,2,1,0.515427778,0.175213,0.0,0.34,0.95,D,1,6/24/2020 14:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.80456553755523,25.80456553755523
38,39,0,2,1,0.5320944439999999,0.18087899999999998,0.0,0.34,0.94,D,1,6/24/2020 14:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.639027982326947,26.639027982326947
39,40,0,2,1,0.548761111,0.18654500000000002,0.0,0.34,0.94,D,1,6/24/2020 14:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.473490427098678,27.473490427098678
40,41,0,2,1,0.565427778,0.19221,0.0,0.34,0.94,D,1,6/24/2020 14:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.30780559646539,28.30780559646539
41,42,0,2,1,0.582094444,0.197876,0.0,0.34,0.94,D,1,6/24/2020 14:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.142268041237113,29.142268041237113
42,43,0,2,1,0.5987611110000001,0.203542,0.0,0.34,0.93,D,1,6/24/2020 14:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.976730486008837,29.976730486008837
43,44,0,2,1,0.6154277779999999,0.209207,0.0,0.34,0.93,D,1,6/24/2020 14:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.81104565537555,30.81104565537555
44,45,0,2,1,0.632094444,0.214873,0.0,0.34,0.93,D,1,6/24/2020 14:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.645508100147275,31.645508100147275
45,46,0,2,1,0.648761111,0.22053899999999999,0.0,0.34,0.93,D,1,6/24/2020 14:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.479970544919,32.479970544919
46,47,0,2,1,0.665427778,0.226204,0.0,0.34,0.93,D,1,6/24/2020 14:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.31428571428571,33.31428571428571
47,48,0,2,1,0.6820944440000001,0.23187,0.0,0.34,0.92,D,1,6/24/2020 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.14874815905743,34.14874815905743
48,49,0,2,1,0.6987611109999999,0.23753600000000002,0.0,0.34,0.92,D,1,6/24/2020 15:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.983210603829164,34.983210603829164
